product_id,supplier_name,origin_location,destination,quantity,dispatch_date,expected_date,actual_date,carrier_type,status
PROD-324398,Tokyo Logistics Co,Tokyo Port,Chennai Port,2122,4/30/2026 11:31,5/11/2026 11:31,5/19/2026 11:31,Express Road,Delayed
PROD-773422,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,1997,9/2/2025 20:10,9/16/2025 20:10,NaT,Air Cargo,In-Transit
PROD-656912,Nagoya Auto Parts,Yokohama Port,Chennai Port,4470,9/22/2025 20:42,10/1/2025 20:42,9/29/2025 20:42,Sea Freight,Delivered
PROD-552329,Tokyo Logistics Co,Tokyo Port,Chennai Port,4143,7/27/2025 5:47,8/5/2025 5:47,8/12/2025 5:47,Express Road,Delayed
PROD-29959,Tokyo Logistics Co,Tokyo Port,Chennai Port,185,4/13/2026 7:56,4/21/2026 7:56,4/28/2026 7:56,Air Cargo,Delayed
PROD-374175,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,2652,6/23/2025 21:51,7/7/2025 21:51,7/5/2025 21:51,Express Road,Delivered
PROD-340998,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,3411,4/21/2026 7:29,4/28/2026 7:29,4/28/2026 7:29,Express Road,Delivered
PROD-489887,Tokyo Logistics Co,Yokohama Port,Chennai Port,1282,4/22/2026 17:25,4/27/2026 17:25,4/27/2026 17:25,Sea Freight,Delivered
PROD-566843,Osaka Freight Corp,Osaka Port,Bengaluru Hub,590,6/2/2026 4:09,6/10/2026 4:09,6/8/2026 4:09,Sea Freight,Delivered
PROD-575191,Nagoya Auto Parts,Tokyo Port,Chennai Port,4947,5/18/2026 12:26,5/28/2026 12:26,6/6/2026 12:26,Sea Freight,Delayed
PROD-994559,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,807,11/20/2025 13:06,11/28/2025 13:06,11/27/2025 13:06,Air Cargo,Delivered
PROD-185636,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,1208,2/20/2026 20:53,2/26/2026 20:53,2/26/2026 20:53,Air Cargo,Delivered
PROD-478720,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,1076,1/12/2026 20:47,1/24/2026 20:47,1/24/2026 20:47,Sea Freight,Delivered
PROD-666738,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,1845,1/27/2026 13:18,2/9/2026 13:18,2/7/2026 13:18,Air Cargo,Delivered
PROD-456106,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,687,4/27/2026 11:50,5/9/2026 11:50,5/8/2026 11:50,Sea Freight,Delivered
PROD-670593,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,3204,12/19/2025 6:13,1/1/2026 6:13,NaT,Sea Freight,In-Transit
PROD-953075,Kyoto Tech Components,Tokyo Port,Chennai Port,2426,12/23/2025 0:43,1/6/2026 0:43,1/6/2026 0:43,Sea Freight,Delivered
PROD-565883,Kyoto Tech Components,Osaka Port,Bengaluru Hub,3466,10/15/2025 20:53,10/21/2025 20:53,10/21/2025 20:53,Express Road,Delivered
PROD-93904,Tokyo Logistics Co,Nagoya Airport,Chennai Port,2921,9/2/2025 0:39,9/17/2025 0:39,9/15/2025 0:39,Air Cargo,Delivered
PROD-383551,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,116,11/19/2025 10:56,11/26/2025 10:56,11/26/2025 10:56,Sea Freight,Delivered
PROD-163281,Tokyo Logistics Co,Nagoya Airport,Chennai Port,4364,11/8/2025 14:58,11/23/2025 14:58,11/22/2025 14:58,Express Road,Delivered
PROD-96,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,3124,9/29/2025 22:44,10/9/2025 22:44,10/7/2025 22:44,Sea Freight,Delivered
PROD-795128,Nagoya Auto Parts,Nagoya Airport,Chennai Port,3392,12/19/2025 4:58,1/2/2026 4:58,12/31/2025 4:58,Sea Freight,Delivered
PROD-360589,Kyoto Tech Components,Yokohama Port,Chennai Port,807,4/16/2026 18:35,4/26/2026 18:35,4/24/2026 18:35,Air Cargo,Delivered
PROD-561091,Osaka Freight Corp,Nagoya Airport,Chennai Port,312,9/23/2025 19:23,9/30/2025 19:23,9/30/2025 19:23,Air Cargo,Delivered
PROD-966879,Tokyo Logistics Co,Tokyo Port,Chennai Port,2348,6/14/2025 2:36,6/25/2025 2:36,NaT,Sea Freight,In-Transit
PROD-792170,Nagoya Auto Parts,Yokohama Port,Chennai Port,431,12/7/2025 17:51,12/15/2025 17:51,12/24/2025 17:51,Express Road,Delayed
PROD-9576,Tokyo Logistics Co,Nagoya Airport,Chennai Port,4535,12/2/2025 7:33,12/15/2025 7:33,12/15/2025 7:33,Express Road,Delivered
PROD-836726,Kyoto Tech Components,Tokyo Port,Chennai Port,3439,3/17/2026 19:07,3/22/2026 19:07,3/22/2026 19:07,Sea Freight,Delivered
PROD-242446,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,1270,9/26/2025 1:23,10/4/2025 1:23,10/4/2025 1:23,Express Road,Delivered
PROD-574842,Osaka Freight Corp,Nagoya Airport,Chennai Port,1374,3/29/2026 1:58,4/5/2026 1:58,4/10/2026 1:58,Express Road,Delayed
PROD-431736,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,2335,10/25/2025 12:58,11/2/2025 12:58,10/31/2025 12:58,Sea Freight,Delivered
PROD-458339,Tokyo Logistics Co,Yokohama Port,Chennai Port,933,4/29/2026 6:31,5/4/2026 6:31,5/2/2026 6:31,Express Road,Delivered
PROD-171200,Osaka Freight Corp,Yokohama Port,Chennai Port,3729,11/2/2025 6:00,11/8/2025 6:00,11/7/2025 6:00,Sea Freight,Delivered
PROD-677370,Tokyo Logistics Co,Nagoya Airport,Chennai Port,1063,2/27/2026 4:40,3/6/2026 4:40,3/4/2026 4:40,Express Road,Delivered
PROD-396737,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,339,10/31/2025 9:55,11/15/2025 9:55,11/14/2025 9:55,Sea Freight,Delivered
PROD-83057,Osaka Freight Corp,Tokyo Port,Chennai Port,2798,8/30/2025 15:21,9/12/2025 15:21,NaT,Sea Freight,In-Transit
PROD-251198,Kyoto Tech Components,Tokyo Port,Chennai Port,2458,11/12/2025 6:57,11/21/2025 6:57,11/29/2025 6:57,Air Cargo,Delayed
PROD-838817,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,796,12/16/2025 18:10,12/29/2025 18:10,12/28/2025 18:10,Express Road,Delivered
PROD-846803,Nagoya Auto Parts,Yokohama Port,Chennai Port,4177,5/9/2026 10:08,5/22/2026 10:08,5/20/2026 10:08,Express Road,Delivered
PROD-285071,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,1295,2/19/2026 12:28,3/6/2026 12:28,3/6/2026 12:28,Sea Freight,Delivered
PROD-779015,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,3397,9/23/2025 1:06,10/1/2025 1:06,9/29/2025 1:06,Express Road,Delivered
PROD-281880,Osaka Freight Corp,Nagoya Airport,Chennai Port,4952,12/22/2025 8:35,1/5/2026 8:35,1/13/2026 8:35,Express Road,Delayed
PROD-894940,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,3533,11/8/2025 21:07,11/17/2025 21:07,11/17/2025 21:07,Express Road,Delivered
PROD-143260,Osaka Freight Corp,Yokohama Port,Chennai Port,221,7/6/2025 1:50,7/17/2025 1:50,7/17/2025 1:50,Air Cargo,Delivered
PROD-667830,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,3805,9/24/2025 20:13,9/30/2025 20:13,9/29/2025 20:13,Air Cargo,Delivered
PROD-474760,Osaka Freight Corp,Yokohama Port,Chennai Port,3494,11/24/2025 9:07,12/4/2025 9:07,12/4/2025 9:07,Sea Freight,Delivered
PROD-653004,Tokyo Logistics Co,Yokohama Port,Chennai Port,1901,9/18/2025 11:09,9/26/2025 11:09,9/24/2025 11:09,Express Road,Delivered
PROD-336219,Nagoya Auto Parts,Yokohama Port,Chennai Port,2522,12/7/2025 18:25,12/12/2025 18:25,12/12/2025 18:25,Air Cargo,Delivered
PROD-52042,Kyoto Tech Components,Osaka Port,Bengaluru Hub,4454,6/18/2025 3:43,6/27/2025 3:43,6/26/2025 3:43,Air Cargo,Delivered
PROD-23205,Kyoto Tech Components,Yokohama Port,Chennai Port,4296,5/31/2026 6:00,6/15/2026 6:00,6/20/2026 6:00,Sea Freight,Delayed
PROD-107241,Osaka Freight Corp,Tokyo Port,Chennai Port,2901,8/17/2025 23:35,8/22/2025 23:35,8/21/2025 23:35,Sea Freight,Delivered
PROD-749937,Osaka Freight Corp,Nagoya Airport,Chennai Port,4891,9/22/2025 2:39,10/3/2025 2:39,10/2/2025 2:39,Sea Freight,Delivered
PROD-8602,Nagoya Auto Parts,Tokyo Port,Bengaluru Hub,2373,11/18/2025 4:45,11/29/2025 4:45,12/9/2025 4:45,Sea Freight,Delayed
PROD-158003,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,2868,9/4/2025 2:27,9/14/2025 2:27,9/14/2025 2:27,Express Road,Delivered
PROD-227738,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,4403,6/16/2025 10:46,6/30/2025 10:46,6/30/2025 10:46,Air Cargo,Delivered
PROD-326711,Kyoto Tech Components,Nagoya Airport,Chennai Port,1605,10/13/2025 22:49,10/21/2025 22:49,10/24/2025 22:49,Express Road,Delayed
PROD-522605,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,1237,3/25/2026 1:10,4/8/2026 1:10,4/7/2026 1:10,Sea Freight,Delivered
PROD-486208,Kyoto Tech Components,Tokyo Port,Chennai Port,2072,6/10/2026 13:36,6/15/2026 13:36,6/14/2026 13:36,Express Road,Delivered
PROD-33278,Nagoya Auto Parts,Tokyo Port,Chennai Port,1912,2/20/2026 14:51,2/27/2026 14:51,2/26/2026 14:51,Sea Freight,Delivered
PROD-884522,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,2574,10/9/2025 16:34,10/19/2025 16:34,10/19/2025 16:34,Express Road,Delivered
PROD-153184,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,4822,3/12/2026 5:00,3/22/2026 5:00,NaT,Sea Freight,In-Transit
PROD-813331,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,606,7/1/2025 12:55,7/16/2025 12:55,7/15/2025 12:55,Sea Freight,Delivered
PROD-569578,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,3186,11/1/2025 9:34,11/6/2025 9:34,11/6/2025 9:34,Sea Freight,Delivered
PROD-201528,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,4311,11/29/2025 18:53,12/6/2025 18:53,12/5/2025 18:53,Express Road,Delivered
PROD-262227,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,103,5/4/2026 5:11,5/14/2026 5:11,5/12/2026 5:11,Air Cargo,Delivered
PROD-868485,Kyoto Tech Components,Tokyo Port,Chennai Port,3939,4/5/2026 13:31,4/15/2026 13:31,4/15/2026 13:31,Air Cargo,Delivered
PROD-805459,Osaka Freight Corp,Nagoya Airport,Chennai Port,2107,6/15/2025 16:17,6/28/2025 16:17,6/27/2025 16:17,Air Cargo,Delivered
PROD-403489,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,757,2/27/2026 2:26,3/4/2026 2:26,3/4/2026 2:26,Express Road,Delivered
PROD-464478,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,2922,3/19/2026 18:04,3/31/2026 18:04,3/30/2026 18:04,Sea Freight,Delivered
PROD-35138,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,2730,9/9/2025 8:16,9/24/2025 8:16,9/23/2025 8:16,Air Cargo,Delivered
PROD-771041,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,2114,8/22/2025 19:39,9/4/2025 19:39,9/8/2025 19:39,Sea Freight,Delayed
PROD-546453,Nagoya Auto Parts,Tokyo Port,Chennai Port,4014,3/19/2026 16:04,4/3/2026 16:04,4/13/2026 16:04,Express Road,Delayed
PROD-218572,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,4516,2/9/2026 7:46,2/20/2026 7:46,2/20/2026 7:46,Air Cargo,Delivered
PROD-714544,Osaka Freight Corp,Osaka Port,Chennai Port,1907,11/30/2025 18:22,12/14/2025 18:22,12/19/2025 18:22,Air Cargo,Delayed
PROD-981692,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,336,5/28/2026 3:28,6/3/2026 3:28,6/8/2026 3:28,Express Road,Delayed
PROD-659726,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,699,10/7/2025 1:35,10/15/2025 1:35,10/14/2025 1:35,Sea Freight,Delivered
PROD-780900,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,1138,3/4/2026 1:15,3/11/2026 1:15,3/10/2026 1:15,Air Cargo,Delivered
PROD-546230,Kyoto Tech Components,Nagoya Airport,Chennai Port,2905,5/19/2026 10:54,6/1/2026 10:54,6/1/2026 10:54,Express Road,Delivered
PROD-504605,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,905,7/25/2025 16:21,7/31/2025 16:21,7/30/2025 16:21,Air Cargo,Delivered
PROD-208376,Kyoto Tech Components,Nagoya Airport,Chennai Port,2498,1/30/2026 6:48,2/14/2026 6:48,2/13/2026 6:48,Sea Freight,Delivered
PROD-54617,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,4096,10/20/2025 17:06,10/31/2025 17:06,10/31/2025 17:06,Sea Freight,Delivered
PROD-228367,Kyoto Tech Components,Nagoya Airport,Chennai Port,3313,4/22/2026 12:19,5/1/2026 12:19,4/30/2026 12:19,Air Cargo,Delivered
PROD-247428,Nagoya Auto Parts,Osaka Port,Chennai Port,1408,6/1/2026 13:11,6/12/2026 13:11,6/11/2026 13:11,Sea Freight,Delivered
PROD-340277,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,2613,1/28/2026 5:37,2/6/2026 5:37,2/4/2026 5:37,Air Cargo,Delivered
PROD-832978,Kyoto Tech Components,Nagoya Airport,Chennai Port,3238,6/16/2025 13:46,7/1/2025 13:46,7/4/2025 13:46,Express Road,Delayed
PROD-125461,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,3764,9/19/2025 21:55,9/29/2025 21:55,9/29/2025 21:55,Air Cargo,Delivered
PROD-254897,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,2208,11/2/2025 15:15,11/14/2025 15:15,11/20/2025 15:15,Express Road,Delayed
PROD-44033,Tokyo Logistics Co,Osaka Port,Chennai Port,3141,6/14/2025 7:58,6/23/2025 7:58,6/23/2025 7:58,Sea Freight,Delivered
PROD-724305,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,2450,1/9/2026 7:17,1/16/2026 7:17,1/22/2026 7:17,Air Cargo,Delayed
PROD-625173,Kyoto Tech Components,Osaka Port,Bengaluru Hub,4357,12/1/2025 15:48,12/13/2025 15:48,12/12/2025 15:48,Air Cargo,Delivered
PROD-808239,Kyoto Tech Components,Tokyo Port,Chennai Port,3809,8/6/2025 16:19,8/21/2025 16:19,8/24/2025 16:19,Express Road,Delayed
PROD-165358,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,559,7/13/2025 18:03,7/28/2025 18:03,7/28/2025 18:03,Express Road,Delivered
PROD-719265,Nagoya Auto Parts,Nagoya Airport,Chennai Port,196,12/10/2025 15:52,12/19/2025 15:52,12/17/2025 15:52,Air Cargo,Delivered
PROD-976065,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,1024,1/23/2026 0:35,1/31/2026 0:35,1/31/2026 0:35,Sea Freight,Delivered
PROD-796456,Tokyo Logistics Co,Osaka Port,Chennai Port,1136,5/31/2026 5:26,6/7/2026 5:26,NaT,Air Cargo,In-Transit
PROD-62678,Kyoto Tech Components,Nagoya Airport,Chennai Port,4820,1/25/2026 9:27,2/3/2026 9:27,2/1/2026 9:27,Air Cargo,Delivered
PROD-161395,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,1794,10/18/2025 22:05,10/23/2025 22:05,10/21/2025 22:05,Air Cargo,Delivered
PROD-829912,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,296,2/22/2026 5:22,2/27/2026 5:22,2/25/2026 5:22,Express Road,Delivered
PROD-511540,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,1292,7/20/2025 7:04,7/30/2025 7:04,7/29/2025 7:04,Air Cargo,Delivered
PROD-585472,Kyoto Tech Components,Osaka Port,Bengaluru Hub,107,9/4/2025 1:16,9/18/2025 1:16,9/18/2025 1:16,Sea Freight,Delivered
PROD-793454,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,4530,3/26/2026 2:02,4/1/2026 2:02,3/31/2026 2:02,Sea Freight,Delivered
PROD-935115,Tokyo Logistics Co,Osaka Port,Chennai Port,658,10/15/2025 22:12,10/23/2025 22:12,10/21/2025 22:12,Sea Freight,Delivered
PROD-202338,Nagoya Auto Parts,Nagoya Airport,Chennai Port,721,11/18/2025 7:24,11/27/2025 7:24,12/3/2025 7:24,Express Road,Delayed
PROD-396119,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,4010,6/18/2025 20:52,6/26/2025 20:52,6/26/2025 20:52,Air Cargo,Delivered
PROD-141276,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,3403,10/19/2025 21:18,10/31/2025 21:18,NaT,Express Road,In-Transit
PROD-41406,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,847,9/10/2025 15:14,9/20/2025 15:14,9/19/2025 15:14,Express Road,Delivered
PROD-458752,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,4062,12/5/2025 7:44,12/10/2025 7:44,12/20/2025 7:44,Express Road,Delayed
PROD-569097,Nagoya Auto Parts,Nagoya Airport,Chennai Port,1024,1/1/2026 5:58,1/7/2026 5:58,1/7/2026 5:58,Sea Freight,Delivered
PROD-198994,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,3490,2/20/2026 15:46,3/6/2026 15:46,3/5/2026 15:46,Sea Freight,Delivered
PROD-570027,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,3171,1/4/2026 1:16,1/16/2026 1:16,1/14/2026 1:16,Sea Freight,Delivered
PROD-767979,Osaka Freight Corp,Nagoya Airport,Chennai Port,3702,10/16/2025 1:14,10/25/2025 1:14,10/23/2025 1:14,Express Road,Delivered
PROD-909809,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,2412,11/29/2025 3:32,12/6/2025 3:32,12/6/2025 3:32,Sea Freight,Delivered
PROD-958895,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,645,4/10/2026 17:06,4/21/2026 17:06,4/21/2026 17:06,Express Road,Delivered
PROD-168132,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,135,4/21/2026 9:10,5/1/2026 9:10,4/30/2026 9:10,Sea Freight,Delivered
PROD-162555,Nagoya Auto Parts,Yokohama Port,Chennai Port,3247,7/6/2025 5:27,7/11/2025 5:27,7/19/2025 5:27,Air Cargo,Delayed
PROD-859222,Osaka Freight Corp,Tokyo Port,Chennai Port,601,11/22/2025 4:53,12/6/2025 4:53,12/4/2025 4:53,Sea Freight,Delivered
PROD-384945,Nagoya Auto Parts,Tokyo Port,Bengaluru Hub,136,9/15/2025 6:09,9/25/2025 6:09,10/3/2025 6:09,Express Road,Delayed
PROD-813608,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,3841,11/23/2025 22:02,12/5/2025 22:02,12/5/2025 22:02,Sea Freight,Delivered
PROD-397455,Nagoya Auto Parts,Nagoya Airport,Chennai Port,1049,1/30/2026 2:29,2/12/2026 2:29,2/12/2026 2:29,Sea Freight,Delivered
PROD-925821,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,108,3/6/2026 0:46,3/19/2026 0:46,3/18/2026 0:46,Express Road,Delivered
PROD-898450,Tokyo Logistics Co,Yokohama Port,Chennai Port,1253,6/17/2025 21:47,6/22/2025 21:47,6/26/2025 21:47,Sea Freight,Delayed
PROD-650324,Tokyo Logistics Co,Osaka Port,Chennai Port,3762,10/22/2025 1:05,10/31/2025 1:05,10/30/2025 1:05,Air Cargo,Delivered
PROD-756027,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,3181,9/6/2025 6:50,9/12/2025 6:50,9/10/2025 6:50,Air Cargo,Delivered
PROD-565136,Nagoya Auto Parts,Nagoya Airport,Chennai Port,433,7/4/2025 4:56,7/18/2025 4:56,7/17/2025 4:56,Express Road,Delivered
PROD-199092,Kyoto Tech Components,Yokohama Port,Chennai Port,2279,4/6/2026 5:17,4/20/2026 5:17,4/19/2026 5:17,Sea Freight,Delivered
PROD-521718,Osaka Freight Corp,Yokohama Port,Chennai Port,3086,12/19/2025 11:34,12/24/2025 11:34,12/23/2025 11:34,Sea Freight,Delivered
PROD-161618,Tokyo Logistics Co,Tokyo Port,Chennai Port,2097,3/17/2026 17:56,3/29/2026 17:56,3/27/2026 17:56,Express Road,Delivered
PROD-338270,Nagoya Auto Parts,Yokohama Port,Chennai Port,510,1/20/2026 23:27,1/25/2026 23:27,1/24/2026 23:27,Sea Freight,Delivered
PROD-337666,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,887,11/7/2025 17:57,11/17/2025 17:57,11/15/2025 17:57,Sea Freight,Delivered
PROD-548615,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,3387,7/21/2025 10:00,7/27/2025 10:00,7/27/2025 10:00,Air Cargo,Delivered
PROD-45903,Nagoya Auto Parts,Osaka Port,Chennai Port,4657,2/6/2026 17:22,2/19/2026 17:22,2/19/2026 17:22,Sea Freight,Delivered
PROD-136078,Kyoto Tech Components,Osaka Port,Chennai Port,831,4/12/2026 2:48,4/20/2026 2:48,4/18/2026 2:48,Express Road,Delivered
PROD-32792,Tokyo Logistics Co,Osaka Port,Chennai Port,2086,8/15/2025 7:36,8/22/2025 7:36,8/31/2025 7:36,Express Road,Delayed
PROD-508947,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,287,8/23/2025 21:04,9/5/2025 21:04,9/3/2025 21:04,Sea Freight,Delivered
PROD-33362,Nagoya Auto Parts,Nagoya Airport,Chennai Port,1298,8/20/2025 1:22,8/26/2025 1:22,8/25/2025 1:22,Express Road,Delivered
PROD-876923,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,2476,1/5/2026 15:03,1/12/2026 15:03,1/10/2026 15:03,Sea Freight,Delivered
PROD-513707,Kyoto Tech Components,Tokyo Port,Chennai Port,506,10/31/2025 0:03,11/5/2025 0:03,11/3/2025 0:03,Sea Freight,Delivered
PROD-735381,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,4683,12/20/2025 2:55,12/29/2025 2:55,12/28/2025 2:55,Air Cargo,Delivered
PROD-51470,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,567,1/12/2026 16:08,1/21/2026 16:08,1/21/2026 16:08,Express Road,Delivered
PROD-635388,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,205,10/22/2025 21:04,10/30/2025 21:04,10/29/2025 21:04,Sea Freight,Delivered
PROD-13721,Kyoto Tech Components,Tokyo Port,Chennai Port,4368,2/28/2026 6:09,3/5/2026 6:09,3/8/2026 6:09,Sea Freight,Delayed
PROD-218877,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,2851,5/16/2026 19:42,5/21/2026 19:42,5/20/2026 19:42,Express Road,Delivered
PROD-973501,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,2250,2/5/2026 13:50,2/14/2026 13:50,2/19/2026 13:50,Express Road,Delayed
PROD-83840,Kyoto Tech Components,Nagoya Airport,Chennai Port,1495,5/2/2026 1:11,5/10/2026 1:11,5/9/2026 1:11,Express Road,Delivered
PROD-669952,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,2957,11/29/2025 0:35,12/14/2025 0:35,12/18/2025 0:35,Express Road,Delayed
PROD-585126,Nagoya Auto Parts,Tokyo Port,Chennai Port,1904,7/3/2025 5:47,7/12/2025 5:47,7/10/2025 5:47,Sea Freight,Delivered
PROD-933684,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,3644,3/9/2026 14:50,3/15/2026 14:50,3/23/2026 14:50,Air Cargo,Delayed
PROD-386996,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,2626,11/9/2025 23:50,11/17/2025 23:50,11/15/2025 23:50,Sea Freight,Delivered
PROD-61132,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,950,3/28/2026 3:54,4/12/2026 3:54,4/12/2026 3:54,Air Cargo,Delivered
PROD-278727,Nagoya Auto Parts,Nagoya Airport,Chennai Port,1126,4/7/2026 21:33,4/19/2026 21:33,4/17/2026 21:33,Express Road,Delivered
PROD-769969,Kyoto Tech Components,Nagoya Airport,Chennai Port,301,12/21/2025 6:58,1/3/2026 6:58,1/3/2026 6:58,Sea Freight,Delivered
PROD-318667,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,1607,7/6/2025 18:42,7/21/2025 18:42,7/19/2025 18:42,Air Cargo,Delivered
PROD-226387,Tokyo Logistics Co,Yokohama Port,Chennai Port,3352,7/9/2025 12:51,7/20/2025 12:51,7/18/2025 12:51,Sea Freight,Delivered
PROD-101836,Tokyo Logistics Co,Nagoya Airport,Chennai Port,4857,5/27/2026 21:58,6/7/2026 21:58,6/6/2026 21:58,Express Road,Delivered
PROD-242239,Kyoto Tech Components,Osaka Port,Chennai Port,4004,7/18/2025 1:01,7/26/2025 1:01,7/24/2025 1:01,Air Cargo,Delivered
PROD-198663,Nagoya Auto Parts,Nagoya Airport,Chennai Port,304,12/22/2025 6:06,1/3/2026 6:06,1/11/2026 6:06,Express Road,Delayed
PROD-688784,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,693,8/20/2025 14:32,8/28/2025 14:32,8/27/2025 14:32,Express Road,Delivered
PROD-655700,Nagoya Auto Parts,Osaka Port,Chennai Port,4617,9/9/2025 22:17,9/18/2025 22:17,9/28/2025 22:17,Express Road,Delayed
PROD-585549,Osaka Freight Corp,Nagoya Airport,Chennai Port,860,5/23/2026 3:17,5/31/2026 3:17,5/31/2026 3:17,Express Road,Delivered
PROD-435352,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,559,3/11/2026 16:57,3/24/2026 16:57,3/22/2026 16:57,Express Road,Delivered
PROD-803506,Kyoto Tech Components,Osaka Port,Chennai Port,4969,3/10/2026 13:54,3/20/2026 13:54,3/20/2026 13:54,Express Road,Delivered
PROD-375351,Nagoya Auto Parts,Osaka Port,Chennai Port,507,1/30/2026 7:43,2/14/2026 7:43,2/24/2026 7:43,Express Road,Delayed
PROD-736677,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,1328,2/12/2026 10:08,2/20/2026 10:08,2/20/2026 10:08,Air Cargo,Delivered
PROD-925708,Tokyo Logistics Co,Nagoya Airport,Chennai Port,1500,2/9/2026 1:03,2/24/2026 1:03,3/5/2026 1:03,Express Road,Delayed
PROD-830956,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,1960,7/19/2025 2:14,7/24/2025 2:14,7/22/2025 2:14,Sea Freight,Delivered
PROD-421063,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,442,8/15/2025 23:00,8/26/2025 23:00,8/26/2025 23:00,Sea Freight,Delivered
PROD-689472,Osaka Freight Corp,Yokohama Port,Chennai Port,3569,12/12/2025 9:43,12/24/2025 9:43,12/24/2025 9:43,Sea Freight,Delivered
PROD-629057,Kyoto Tech Components,Nagoya Airport,Chennai Port,303,8/7/2025 20:14,8/16/2025 20:14,8/14/2025 20:14,Express Road,Delivered
PROD-369438,Osaka Freight Corp,Osaka Port,Chennai Port,4995,11/19/2025 21:02,11/29/2025 21:02,11/27/2025 21:02,Air Cargo,Delivered
